0,0.000846752644067761
0.015,0.00136212681355931
0.03,0.00241196308474577
0.045,0.00405352525423727
0.06,0.00722212200000004
0.075,0.0128053421694915
0.09,0.0198678770847458
0.105,0.030528487220339
0.12,0.0439091276949152
0.135,0.0568221138305084
0.15,0.0752228804745763
0.165,0.0936904548813559
0.18,0.112663859491525
0.195,0.137172764440678
0.21,0.153426138711864
0.225,0.185322073423729
0.24,0.215423742508475
0.255,0.248178634169492
0.27,0.314346951152542
0.285,0.394258579322034
0.3,0.515285613457627
0.315,0.671148123864407
0.33,0.849954328779661
0.345,1.0489651099322
0.36,1.24347113908475
0.375,1.4200345119661
0.39,1.60750663810169
0.405,1.77882082962712
0.42,1.98375841372881
0.435,2.24322067616949
0.45,2.49322486820339
0.465,2.74986211667797
0.48,3.01377186732203
0.495,3.24617698586441
0.51,3.56333252338983
0.525,3.90363217871186
0.54,4.2416699140678
0.555,4.65361612291526
0.57,5.01978947033898
0.585,5.50963353050847
0.6,6.09570940088136
0.615,6.65549164464407
0.63,7.43655074247458
0.645,8.11040246908475
0.66,8.72483346274576
0.675,9.44217704288136
0.69,9.83324105389831
0.705,10.0457279151864
0.72,9.97657233681356
0.735,9.59652206267797
0.75,9.09195166281356
0.765,8.59808004894915
0.78,8.19089627918644
0.795,7.76152278823729
0.81,7.40537060522034
0.825,6.99135335572881
0.84,6.56232344755932
0.855,6.18801864101695
0.87,5.77137680084746
0.885,5.39907622718644
0.9,5.07143187091525
0.915,4.74039940667797
0.93,4.48940264216949
0.945,4.28510450379661
0.96,4.10350191681356
0.975,3.98646426050847
0.99,3.86594305657627
1.005,3.77386287162712
1.02,3.69651857033898
1.035,3.62300139945763
1.05,3.55950539298305
1.065,3.51630940240678
1.08,3.45690775738983
1.095,3.40391965759322
1.11,3.35828041169492
1.125,3.31496034955932
1.14,3.28829450827119
1.155,3.25058629820339
1.17,3.2157412779661
1.185,3.19014436088136
1.2,3.20296190735593
1.215,3.21936798508475
1.23,3.23983024840678
1.245,3.25509105020339
1.26,3.25313453715254
1.275,3.25610271061017
1.29,3.25487153898305
1.305,3.24871568084746
1.32,3.24009747945763
1.335,3.22972318830508
1.35,3.24243575115254
1.365,3.27583963250847
1.38,3.31360510637288
1.395,3.35218181735593
1.41,3.35867171430508
1.425,3.34154983911864
1.44,3.32843642969492
1.455,3.30510143257627
1.47,3.30071120816949
1.485,3.256837596
1.5,3.18230876471186
1.515,3.12386151630509
1.53,3.05285440850848
1.545,3.02357352050847
1.56,3.02640807844068
1.575,3.02683755691525
1.59,3.04718529264407
1.605,3.0929581540678
1.62,3.11384989586441
1.635,3.1160545520339
1.65,3.10961237491525
1.665,3.09498147488136
1.68,3.08705998301695
1.695,3.10472586427119
1.71,3.1177342900678
1.725,3.09944805101695
1.74,3.07910985925424
1.755,3.05723508894915
1.77,3.05351294216949
1.785,3.07242908298305
1.8,3.11536738647458
1.815,3.13963769227119
1.83,3.14494413742373
1.845,3.1413842380678
1.86,3.12144689288136
1.875,3.13110538657627
1.89,3.14451465894915
1.905,3.14769279966102
1.92,3.17117095627119
1.935,3.16320174457627
1.95,3.15913601501695
1.965,3.17375737108475
1.98,3.19340839728814
1.995,3.23820777416949
2.01,3.28148966044068
2.025,3.3097588880339
2.04,3.31267934166102
2.055,3.29763805108475
2.07,3.27802520074576
2.085,3.2585173340339
2.1,3.2636138119322
2.115,3.25922358752542
2.13,3.23397979718644
2.145,3.20715170847458
2.16,3.13130580986441
2.175,3.07104520789831
2.19,3.02791602508475
2.205,2.98397560515254
2.22,2.99754712494915
2.235,3.02657986983051
2.25,3.07274403386441
2.265,3.14800775054237
2.28,3.18508605884746
2.295,3.20624503169492
2.31,3.20604460840678
2.325,3.18409348637288
2.34,3.15682637522034
2.355,3.13873101549153
2.37,3.12816584501695
2.385,3.12906297783051
2.4,3.15779985976271
2.415,3.20707535674576
2.43,3.27463709277966
2.445,3.36027510061017
2.46,3.43343914474576
2.475,3.48440392372881
2.49,3.51376116345763
2.505,3.51330305308475
2.52,3.50018009969492
2.535,3.48511972118644
2.55,3.46843686844068
2.565,3.44894808966102
2.58,3.40883480013559
2.595,3.3784468120678
2.61,3.36278516369492
2.625,3.35768868579661
2.64,3.38209260711864
2.655,3.40253578250847
2.67,3.42788455647458
2.685,3.4499502061017
2.7,3.4392609640678
2.715,3.41173616583051
2.73,3.36511389142373
2.745,3.29460306986441
2.76,3.26157140318644
2.775,3.2511875680678
2.79,3.24168177783051
2.805,3.26765090959322
2.82,3.27586826440678
2.835,3.26961696661017
2.85,3.27512383505085
2.865,3.28869535484746
2.88,3.29945140464407
2.895,3.31652556
2.91,3.36183076708475
2.925,3.41102991233898
2.94,3.49146645864407
2.955,3.57849788552542
2.97,3.62234286579661
2.985,3.65240635901695
3,3.66942325057627
3.015,3.6915652519322
3.03,3.7028271319322
3.045,3.70762774688136
3.06,3.71570194220339
3.075,3.72367115389831
3.09,3.76537828576271
3.105,3.80093910345763
3.12,3.80739082454237
3.135,3.7912328899322
3.15,3.77505586738983
3.165,3.75431682905085
3.18,3.72241135037288
3.195,3.73316740016949
3.21,3.74832321833898
3.225,3.74098390840678
3.24,3.76115985274576
3.255,3.74904855976271
3.27,3.74424794481356
3.285,3.76629450650847
3.3,3.80469942610169
3.315,3.82062830552542
3.33,3.80892740308475
3.345,3.80226571474576
3.36,3.78752983108475
3.375,3.78245244111864
3.39,3.78766344661017
3.405,3.80044281722034
3.42,3.78730077589831
3.435,3.76915769633898
3.45,3.737156778
3.465,3.69990667830508
3.48,3.72183871240678
3.495,3.76254372783051
3.51,3.84497496305085
3.525,3.88816140966102
3.54,3.88933531749153
3.555,3.90068309318644
3.57,3.88656756732203
3.585,3.9038421459661
3.6,3.91483679491525
3.615,3.95356620935593
3.63,3.98879298823729
3.645,3.99488203861017
3.66,4.01975361427119
3.675,4.00999968091525
3.69,3.99162754616949
3.705,4.00171551833898
3.72,4.01520114244068
3.735,4.01423720186441
3.75,3.98587253461017
3.765,3.97514511671186
