1.7069
7105715.00,-71.8750,139.4375,-14.3700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.8057,1,0.0000,-1.0000,99307.3047
1
7217708.00,-63.3125,19.8750,-5.8600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.9177,1,0.0000,-1.0000,99306.7617
1
7331257.00,-23.5000,-4.1875,0.4500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0313,1,0.0000,-1.0000,99305.7072
1
7444048.00,14.5625,-11.4375,12.6200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.1440,1,0.0000,-1.0000,99304.6285
1
7555131.00,35.2500,-20.0000,14.1600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.2551,1,0.0000,-1.0000,99304.1909
1
7666050.00,35.8750,-39.0000,15.1200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3660,1,0.0000,-1.0000,99307.0048
1
7776925.00,21.1875,-59.5625,10.1400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4769,1,0.0000,-1.0000,99306.8650
1
7887919.00,-1.6250,-81.6250,-2.9700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5879,1,0.0000,-1.0000,99306.4282
1
7998919.00,-22.9375,-108.5000,-15.5200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6989,1,0.0000,-1.0000,99306.0676
1
8109916.00,-41.0000,-139.5000,-14.7400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.8099,1,0.0000,-1.0000,99307.9372
1
8222335.00,-55.3125,-164.4375,-16.5500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.9223,1,0.0000,-1.0000,99308.3131
1
8335985.00,-81.0000,128.6875,-12.3500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.0360,1,0.0000,-1.0000,99307.7165
1
8448291.00,-59.8750,11.8125,4.3400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.1483,1,0.0000,-1.0000,99307.5133
1
8559287.00,-43.8125,-17.5000,7.1200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.2593,1,0.0000,-1.0000,99306.0013
1
8670271.00,-39.1250,-39.0000,4.4100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.3703,1,0.0000,-1.0000,99305.3665
1
8781267.00,-43.4375,-32.6875,0.4700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.4813,1,0.0000,-1.0000,99304.7511
1
8892265.00,-46.6875,-12.0000,0.6000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.5923,1,0.0000,-1.0000,99304.0341
1
9003230.00,-50.3750,21.1875,3.4300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.7032,1,0.0000,-1.0000,99304.4042
1
9114226.00,-55.5000,45.4375,-0.7900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.8142,1,0.0000,-1.0000,99304.3871
1
9227237.00,-55.8125,22.5625,2.9900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.9272,1,0.0000,-1.0000,99304.9105
1
9340589.00,-48.8125,-32.3750,3.1900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.0406,1,0.0000,-1.0000,99304.0314
1
9452535.00,-42.0625,-78.8125,-2.9800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.1525,1,0.0000,-1.0000,99303.2068
1
9563535.00,-36.0625,-94.5000,2.3900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.2635,1,0.0000,-1.0000,99303.2029
1
9674413.00,-35.3750,-91.6250,3.3000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3744,1,0.0000,-1.0000,99304.5267
1
9785329.00,-40.5625,-74.3125,1.1300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.4853,1,0.0000,-1.0000,99304.1609
1
9896023.00,-48.1875,-38.2500,2.2100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.5960,1,0.0000,-1.0000,99303.1866
1
10006539.00,-47.8750,7.6875,5.6600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.7065,1,0.0000,-1.0000,99303.4070
1
10117081.00,-48.0625,32.0000,3.1200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.8171,1,0.0000,-1.0000,99302.7373
1
10227609.00,-50.8125,45.4375,-0.1300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.9276,1,0.0000,-1.0000,99303.6366
1
10338509.00,-52.3125,39.8125,0.2200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0385,1,0.0000,-1.0000,99304.1183
1
10449991.00,-51.1875,-4.8750,5.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.1500,1,0.0000,-1.0000,99304.7974
1
10560605.00,-46.2500,-58.8125,-1.7900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.2606,1,0.0000,-1.0000,99304.8977
1
10671229.00,-39.3750,-85.5000,-0.0600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.3712,1,0.0000,-1.0000,99303.8724
1
10784563.00,-37.1250,-88.5625,2.8300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.4846,1,0.0000,-1.0000,99304.0415
1
10896954.00,-40.0625,-72.5000,1.8100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.5970,1,0.0000,-1.0000,99303.7944
1
11008531.00,-46.1250,-33.0000,4.6100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.7085,1,0.0000,-1.0000,99304.0187
1
11119218.00,-46.8750,10.8750,3.6700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.8192,1,0.0000,-1.0000,99304.6989
1
11229822.00,-46.8125,51.1875,0.6400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.9298,1,0.0000,-1.0000,99304.1287
1
11340444.00,-45.6875,79.0000,2.8000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.0404,1,0.0000,-1.0000,99303.8767
1
11451068.00,-46.4375,66.6875,6.5500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.1511,1,0.0000,-1.0000,99306.2513
1
11561650.00,-52.6875,17.5625,6.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.2616,1,0.0000,-1.0000,99306.8874
1
11672272.00,-53.5625,-45.9375,-5.0400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.3723,1,0.0000,-1.0000,99306.6561
1
11782899.00,-43.3125,-84.9375,-1.9500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.4829,1,0.0000,-1.0000,99306.0130
1
11893521.00,-39.0625,-97.5000,2.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.5935,1,0.0000,-1.0000,99306.1076
1
12004143.00,-39.5000,-95.5000,0.5900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.7041,1,0.0000,-1.0000,99305.3005
1
12114661.00,-44.6875,-67.0625,3.2800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.8147,1,0.0000,-1.0000,99304.8414
1
12225203.00,-51.1875,-15.3125,3.9200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.9252,1,0.0000,-1.0000,99303.5504
1
12335746.00,-48.4375,38.7500,3.4200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.0357,1,0.0000,-1.0000,99303.0606
1
12446562.00,-46.3125,67.0625,1.1600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.1466,1,0.0000,-1.0000,99302.5455
1
12557488.00,-46.8125,70.8125,-2.5600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.2575,1,0.0000,-1.0000,99303.7154
1
12668132.00,-51.2500,38.6875,4.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.3681,1,0.0000,-1.0000,99304.8081
1
12778741.00,-52.5000,-8.5000,0.8100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.4787,1,0.0000,-1.0000,99305.4547
1
12890937.00,-50.8125,-54.0625,-0.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.5909,1,0.0000,-1.0000,99305.5281
1
13004377.00,-53.6875,-87.5625,2.1400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.7044,1,0.0000,-1.0000,99305.0606
1
13116509.00,-65.8125,-128.0625,-7.6800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.8165,1,0.0000,-1.0000,99305.3109
1
13227439.00,-68.0000,178.8750,-18.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.9274,1,0.0000,-1.0000,99304.3563
1
13338146.00,-80.0000,90.8750,-15.9400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.0381,1,0.0000,-1.0000,99305.3284
1
13448869.00,-43.0625,9.3750,0.9200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.1489,1,0.0000,-1.0000,99305.9998
1
13559623.00,-2.1875,-4.7500,10.5400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.2596,1,0.0000,-1.0000,99304.3517
1
13670339.00,15.8125,-11.5625,14.9700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.3703,1,0.0000,-1.0000,99304.9461
1
13781068.00,6.2500,-25.4375,17.5700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.4811,1,0.0000,-1.0000,99304.7483
1
13891791.00,-29.5000,-42.5625,4.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.5918,1,0.0000,-1.0000,99305.2523
1
14002650.00,-61.0000,-93.5625,-6.1400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7026,1,0.0000,-1.0000,99305.9035
1
14114011.00,-56.8125,-153.5625,-12.9000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8140,1,0.0000,-1.0000,99306.2531
1
14224734.00,-58.8125,172.8750,-13.1400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.9247,1,0.0000,-1.0000,99306.1533
1
14335442.00,-67.3750,113.3750,-14.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.0354,1,0.0000,-1.0000,99306.1797
1
14448854.00,-47.3125,23.6250,-4.9600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.1489,1,0.0000,-1.0000,99306.4752
1
14561321.00,-8.8125,-3.8750,9.6800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.2613,1,0.0000,-1.0000,99304.9893
1
14672771.00,14.0625,-12.3125,15.8200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.3728,1,0.0000,-1.0000,99305.1236
1
14783413.00,10.4375,-28.3750,14.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.4834,1,0.0000,-1.0000,99305.5590
1
14894053.00,-13.7500,-47.5625,11.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.5941,1,0.0000,-1.0000,99305.3392
1
15004101.00,-45.0000,-81.9375,-0.0300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.7041,1,0.0000,-1.0000,99305.6710
1
15114875.00,-49.0000,-138.2500,-14.9000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.8149,1,0.0000,-1.0000,99306.9093
1
15225623.00,-46.0625,-164.6250,-15.4800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.9256,1,0.0000,-1.0000,99306.6473
1
15336471.00,-58.3125,164.0000,-13.4200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.0365,1,0.0000,-1.0000,99306.6645
1
15447323.00,-65.3125,107.8125,-0.4300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.1473,1,0.0000,-1.0000,99306.3678
1
15558168.00,-53.6875,94.0000,0.9200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.2582,1,0.0000,-1.0000,99306.7995
1
15669021.00,-51.6875,69.5000,2.3700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.3690,1,0.0000,-1.0000,99306.5910
1
15779869.00,-57.6250,18.9375,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.4799,1,0.0000,-1.0000,99306.3796
1
15890692.00,-54.8125,-39.5625,0.1900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.5907,1,0.0000,-1.0000,99306.8271
1
16003482.00,-41.1250,-70.6250,0.8200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.7035,1,0.0000,-1.0000,99306.2162
1
16116852.00,-27.4375,-77.4375,2.5900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.8169,1,0.0000,-1.0000,99306.3767
1
16228751.00,-20.8750,-76.8750,9.1100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.9288,1,0.0000,-1.0000,99306.8606
1
16339602.00,-26.1250,-61.9375,9.9700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.0396,1,0.0000,-1.0000,99307.0374
1
16450450.00,-34.6875,-35.3125,4.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.1504,1,0.0000,-1.0000,99305.8057
1
16561260.00,-47.6875,-5.0625,-3.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.2613,1,0.0000,-1.0000,99303.9671
1
16672110.00,-54.0625,35.1250,-1.2300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.3721,1,0.0000,-1.0000,99303.5536
1
16782955.00,-55.6250,62.2500,-4.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.4830,1,0.0000,-1.0000,99303.8345
1
16893806.00,-53.5000,43.5000,-0.8400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.5938,1,0.0000,-1.0000,99304.8776
1
17005585.00,-52.0625,1.6875,2.5200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.7056,1,0.0000,-1.0000,99304.3607
1
17119004.00,-48.8750,-48.5000,-6.6700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.8190,1,0.0000,-1.0000,99304.5781
1
17231852.00,-41.3750,-63.8125,1.5700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.9319,1,0.0000,-1.0000,99306.3038
1
