0.2082
0.3200
0.0600
state,currentTime,x,y,liftoff,acc,errorX,errorY,proportionalX,proportionalY,integralX,integralY,derivativeX,derivativeY,MotorAngleX,MotorAngleY,OutputX,OutputY,prev_errorX,prev_errorY,flightTime,dt,x_origin,y_origin, pressure
Ground, 30304803.00,2.1250,4.4375,-0.0200,9.4800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.8632,111.4753,0.0000,0.0000,0.0000,0.0299,0.0000,0.0000,95061.1325
Ground, 30346966.00,2.1250,4.4375,-0.0100,9.4900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.8632,111.4753,0.0000,0.0000,0.0000,0.0297,0.0000,0.0000,95062.1621
Ground, 30388176.00,2.1250,4.4375,0.0400,9.5300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.8632,111.4753,0.0000,0.0000,0.0000,0.0279,0.0000,0.0000,95062.3629
Ground, 30429108.00,2.1250,4.4375,0.0400,9.5200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.8632,111.4753,0.0000,0.0000,0.0000,0.0258,0.0000,0.0000,95062.1024
Ground, 30470714.00,2.1250,4.4375,0.0200,9.4900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.8632,111.4753,0.0000,0.0000,0.0000,0.0291,0.0000,0.0000,95062.5893
Ground, 30510651.00,2.1250,4.4375,0.0000,9.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.8632,111.4753,0.0000,0.0000,0.0000,0.0251,0.0000,0.0000,95063.1481
Ground, 30555104.00,2.1250,4.4375,0.0100,9.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.8632,111.4753,0.0000,0.0000,0.0000,0.0297,0.0000,0.0000,95062.2690
Ground, 30597244.00,2.1250,4.4375,0.0100,9.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.8632,111.4753,0.0000,0.0000,0.0000,0.0297,0.0000,0.0000,95062.1396
Ground, 30638471.00,2.1250,4.4375,-0.0300,9.4700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.8632,111.4753,0.0000,0.0000,0.0000,0.0278,0.0000,0.0000,95062.9158
Ground, 30679244.00,2.1250,4.4375,0.0300,9.4900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.8632,111.4753,0.0000,0.0000,0.0000,0.0257,0.0000,0.0000,95063.5917
Ground, 30721001.00,2.1250,4.4375,0.0100,9.4800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.8632,111.4753,0.0000,0.0000,0.0000,0.0293,0.0000,0.0000,95062.9368
Ground, 30760913.00,2.1250,4.4375,0.0000,9.4900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.8632,111.4753,0.0000,0.0000,0.0000,0.0250,0.0000,0.0000,95062.5759
Ground, 30805370.00,2.1250,4.4375,0.0100,9.4800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.8632,111.4753,0.0000,0.0000,0.0000,0.0297,0.0000,0.0000,95063.0764
Ground, 30847590.00,2.1250,4.4375,-0.0200,9.4700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.8632,111.4753,0.0000,0.0000,0.0000,0.0297,0.0000,0.0000,95062.6424
Ground, 30888770.00,2.1250,4.4375,0.0100,9.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.8632,111.4753,0.0000,0.0000,0.0000,0.0278,0.0000,0.0000,95062.4534
Ground, 30929579.00,2.1250,4.4375,-0.0300,9.4800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.8632,111.4753,0.0000,0.0000,0.0000,0.0259,0.0000,0.0000,95062.7946
Ground, 30971090.00,2.1250,4.4375,0.0200,9.4900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.8632,111.4753,0.0000,0.0000,0.0000,0.0290,0.0000,0.0000,95062.8458
Ground, 31011179.00,2.1250,4.4375,0.0000,9.4700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.8632,111.4753,0.0000,0.0000,0.0000,0.0251,0.0000,0.0000,95061.8884
Ground, 31055644.00,2.1250,4.4375,-0.0100,9.4800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.8632,111.4753,0.0000,0.0000,0.0000,0.0297,0.0000,0.0000,95062.3399
Ground, 31097876.00,2.1250,4.4375,-0.0400,9.4800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.8632,111.4753,0.0000,0.0000,0.0000,0.0297,0.0000,0.0000,95061.9699
Ground, 31139052.00,2.1250,4.4375,0.0000,9.4900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.8632,111.4753,0.0000,0.0000,0.0000,0.0278,0.0000,0.0000,95062.0062
Ground, 31179798.00,2.1250,4.4375,-0.0100,9.4900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.8632,111.4753,0.0000,0.0000,0.0000,0.0258,0.0000,0.0000,95061.6512
Ground, 31221179.00,2.1250,4.4375,0.0200,9.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.8632,111.4753,0.0000,0.0000,0.0000,0.0289,0.0000,0.0000,95061.1520
Ground, 31261398.00,2.1250,4.4375,0.0000,9.4700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.8632,111.4753,0.0000,0.0000,0.0000,0.0252,0.0000,0.0000,95061.6305
Ground, 31305941.00,2.1250,4.4375,-0.0400,9.4500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.8632,111.4753,0.0000,0.0000,0.0000,0.0297,0.0000,0.0000,95062.3202
Ground, 31348159.00,2.1250,4.4375,-0.0100,9.4900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.8632,111.4753,0.0000,0.0000,0.0000,0.0297,0.0000,0.0000,95062.7738
Ground, 31389346.00,2.1250,4.4375,0.0100,9.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.8632,111.4753,0.0000,0.0000,0.0000,0.0278,0.0000,0.0000,95062.9599
Ground, 31430409.00,2.1250,4.4375,0.0000,9.4900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.8632,111.4753,0.0000,0.0000,0.0000,0.0259,0.0000,0.0000,95062.6214
Ground, 31472286.00,2.1250,4.4375,0.0300,9.4900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.8632,111.4753,0.0000,0.0000,0.0000,0.0294,0.0000,0.0000,95061.9640
Ground, 31517553.00,2.1250,4.4375,-0.0200,9.4700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.8632,111.4753,0.0000,0.0000,0.0000,0.0306,0.0000,0.0000,95062.4448
Ground, 31558818.00,2.1250,4.4375,-0.0400,9.4600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.8632,111.4753,0.0000,0.0000,0.0000,0.0288,0.0000,0.0000,95061.8963
Ground, 31601772.00,2.1250,4.4375,0.0100,9.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.8632,111.4753,0.0000,0.0000,0.0000,0.0290,0.0000,0.0000,95061.2862
Ground, 31641669.00,2.1250,4.4375,0.0100,9.5100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.8632,111.4753,0.0000,0.0000,0.0000,0.0250,0.0000,0.0000,95061.1265
Ground, 31682060.00,2.1250,4.4375,0.0000,9.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.8632,111.4753,0.0000,0.0000,0.0000,0.0254,0.0000,0.0000,95061.5199
Ground, 31720893.00,2.1250,4.4375,0.0000,9.4700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.8632,111.4753,0.0000,0.0000,0.0000,0.0253,0.0000,0.0000,95062.2221
Ground, 31761747.00,2.1250,4.4375,0.0000,9.4800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.8632,111.4753,0.0000,0.0000,0.0000,0.0257,0.0000,0.0000,95061.9109
Ground, 31806526.00,2.1250,4.4375,-0.0400,9.4500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.8632,111.4753,0.0000,0.0000,0.0000,0.0298,0.0000,0.0000,95061.5322
Ground, 31848847.00,2.1250,4.4375,-0.0100,9.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.8632,111.4753,0.0000,0.0000,0.0000,0.0298,0.0000,0.0000,95061.6950
Ground, 31890463.00,2.1250,4.4375,0.0000,9.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.8632,111.4753,0.0000,0.0000,0.0000,0.0279,0.0000,0.0000,95062.0910
Ground, 31931690.00,2.1250,4.4375,0.0200,9.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.8632,111.4753,0.0000,0.0000,0.0000,0.0260,0.0000,0.0000,95061.8135
Ground, 31974910.00,2.1250,4.4375,-0.0100,9.4900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.8632,111.4753,0.0000,0.0000,0.0000,0.0307,0.0000,0.0000,95062.2463
Ground, 32018471.00,2.1250,4.4375,0.0000,9.4800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.8632,111.4753,0.0000,0.0000,0.0000,0.0301,0.0000,0.0000,95061.8897
Ground, 32059764.00,2.1250,4.4375,0.0100,9.4800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.8632,111.4753,0.0000,0.0000,0.0000,0.0285,0.0000,0.0000,95062.7498
Ground, 32099215.00,2.1250,4.4375,-0.0200,9.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.8632,111.4753,0.0000,0.0000,0.0000,0.0249,0.0000,0.0000,95062.8660
Ground, 32140726.00,2.1250,4.4375,0.0000,9.5100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.8632,111.4753,0.0000,0.0000,0.0000,0.0279,0.0000,0.0000,95062.6697
Ground, 32182000.00,2.1250,4.4375,0.0000,9.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.8632,111.4753,0.0000,0.0000,0.0000,0.0261,0.0000,0.0000,95063.2884
Ground, 32225598.00,2.1250,4.4375,0.0300,9.5100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.8632,111.4753,0.0000,0.0000,0.0000,0.0310,0.0000,0.0000,95062.6405
Ground, 32268817.00,2.1250,4.4375,-0.0100,9.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.8632,111.4753,0.0000,0.0000,0.0000,0.0299,0.0000,0.0000,95062.5253
Ground, 32310233.00,2.1250,4.4375,-0.0200,9.4900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.8632,111.4753,0.0000,0.0000,0.0000,0.0285,0.0000,0.0000,95062.0825
Ground, 32349869.00,2.1250,4.4375,-0.0100,9.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.8632,111.4753,0.0000,0.0000,0.0000,0.0249,0.0000,0.0000,95061.4880
Ground, 32392023.00,2.1250,4.4375,0.0200,9.5100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.8632,111.4753,0.0000,0.0000,0.0000,0.0279,0.0000,0.0000,95060.5986
Ground, 32432861.00,2.1250,4.4375,0.0000,9.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.8632,111.4753,0.0000,0.0000,0.0000,0.0256,0.0000,0.0000,95060.0341
Ground, 32477309.00,2.1250,4.4375,-0.0100,9.4800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.8632,111.4753,0.0000,0.0000,0.0000,0.0316,0.0000,0.0000,95061.7400
