0.2082
0.3200
0.0499
state,currentTime,x,y,liftoff,errorX,errorY,proportionalX,proportionalY,integralX,integralY,derivativeX,derivativeY,MotorAngleX,MotorAngleY,OutputX,OutputY,prev_errorX,prev_errorY,flightTime,dt,x_origin,y_origin, pressure, rbfp, reset
PHASE 2, 213058404.00,-0.9375,0.0625,-0.1700,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5987,0.0000,0.0000,4.2577,-4.5857,90.6754,68.7521,-0.9375,0.0625,202.0504,0.0257,0.0000,-1.0000,99329.8953,0,0
PHASE 2, 213104200.00,-0.9375,0.0625,-0.1500,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5981,0.0000,0.0000,4.2577,-4.5851,90.6754,68.7541,-0.9375,0.0625,202.0962,0.0306,0.0000,-1.0000,99330.0243,0,0
PHASE 2, 213146925.00,-0.9375,0.0625,-0.1300,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5975,0.0000,0.0000,4.2577,-4.5845,90.6754,68.7560,-0.9375,0.0625,202.1389,0.0300,0.0000,-1.0000,99329.8346,0,0
PHASE 2, 213188236.00,-0.9375,0.0625,-0.1400,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5969,0.0000,0.0000,4.2577,-4.5839,90.6754,68.7579,-0.9375,0.0625,202.1802,0.0280,0.0000,-1.0000,99330.2972,0,0
PHASE 2, 213229365.00,-0.9375,0.0625,-0.1700,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5964,0.0000,0.0000,4.2577,-4.5834,90.6754,68.7595,-0.9375,0.0625,202.2214,0.0261,0.0000,-1.0000,99330.1838,0,0
PHASE 2, 213271904.00,-0.9375,0.0625,-0.1600,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5958,0.0000,0.0000,4.2577,-4.5828,90.6754,68.7615,-0.9375,0.0625,202.2639,0.0301,0.0000,-1.0000,99329.6226,0,0
PHASE 2, 213316392.00,-0.9375,0.0625,-0.1500,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5952,0.0000,0.0000,4.2577,-4.5822,90.6754,68.7634,-0.9375,0.0625,202.3084,0.0303,0.0000,-1.0000,99329.3761,0,0
PHASE 2, 213357649.00,-0.9375,0.0625,-0.1600,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5946,0.0000,0.0000,4.2577,-4.5816,90.6754,68.7653,-0.9375,0.0625,202.3497,0.0288,0.0000,-1.0000,99330.0047,0,0
PHASE 2, 213402116.00,-0.9375,0.0625,-0.1600,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5940,0.0000,0.0000,4.2577,-4.5810,90.6754,68.7672,-0.9375,0.0625,202.3941,0.0302,0.0000,-1.0000,99329.3198,0,0
PHASE 2, 213440992.00,-0.9375,0.0625,-0.1400,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5935,0.0000,0.0000,4.2577,-4.5805,90.6754,68.7688,-0.9375,0.0625,202.4330,0.0250,0.0000,-1.0000,99329.1745,0,0
PHASE 2, 213480837.00,-0.9375,0.0625,-0.1800,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5930,0.0000,0.0000,4.2577,-4.5800,90.6754,68.7705,-0.9375,0.0625,202.4728,0.0254,0.0000,-1.0000,99328.8517,0,0
PHASE 2, 213525204.00,-0.9375,0.0625,-0.1600,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5924,0.0000,0.0000,4.2577,-4.5794,90.6754,68.7725,-0.9375,0.0625,202.5172,0.0315,0.0000,-1.0000,99328.9080,0,0
PHASE 2, 213567152.00,-0.9375,0.0625,-0.1700,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5918,0.0000,0.0000,4.2577,-4.5788,90.6754,68.7744,-0.9375,0.0625,202.5592,0.0295,0.0000,-1.0000,99329.6905,0,0
PHASE 2, 213608787.00,-0.9375,0.0625,-0.1700,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5912,0.0000,0.0000,4.2577,-4.5782,90.6754,68.7762,-0.9375,0.0625,202.6008,0.0283,0.0000,-1.0000,99329.5362,0,0
PHASE 2, 213654513.00,-0.9375,0.0625,-0.1500,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5906,0.0000,0.0000,4.2577,-4.5776,90.6754,68.7782,-0.9375,0.0625,202.6465,0.0306,0.0000,-1.0000,99330.0328,0,0
PHASE 2, 213697132.00,-0.9375,0.0625,-0.1500,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5900,0.0000,0.0000,4.2577,-4.5770,90.6754,68.7801,-0.9375,0.0625,202.6891,0.0300,0.0000,-1.0000,99330.6608,0,0
PHASE 2, 213735065.00,-0.9375,0.0625,-0.1700,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5895,0.0000,0.0000,4.2577,-4.5765,90.6754,68.7817,-0.9375,0.0625,202.7271,0.0246,0.0000,-1.0000,99330.0789,0,0
PHASE 2, 213777095.00,-0.9375,0.0625,-0.1700,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5889,0.0000,0.0000,4.2577,-4.5759,90.6754,68.7836,-0.9375,0.0625,202.7691,0.0295,0.0000,-1.0000,99330.8510,0,0
PHASE 2, 213818071.00,-0.9375,0.0625,-0.1600,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5883,0.0000,0.0000,4.2577,-4.5753,90.6754,68.7855,-0.9375,0.0625,202.8101,0.0285,0.0000,-1.0000,99329.4731,0,0
PHASE 2, 213858783.00,-0.9375,0.0625,-0.1500,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5878,0.0000,0.0000,4.2577,-4.5748,90.6754,68.7872,-0.9375,0.0625,202.8508,0.0261,0.0000,-1.0000,99330.4756,0,0
PHASE 2, 213896423.00,-0.9375,0.0625,-0.1800,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5874,0.0000,0.0000,4.2577,-4.5744,90.6754,68.7886,-0.9375,0.0625,202.8884,0.0225,0.0000,-1.0000,99330.5954,0,0
PHASE 2, 213934794.00,-0.9375,0.0625,-0.1500,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5869,0.0000,0.0000,4.2577,-4.5738,90.6754,68.7903,-0.9375,0.0625,202.9268,0.0259,0.0000,-1.0000,99329.5989,0,0
PHASE 2, 213977092.00,-0.9375,0.0625,-0.1700,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5863,0.0000,0.0000,4.2577,-4.5732,90.6754,68.7922,-0.9375,0.0625,202.9691,0.0298,0.0000,-1.0000,99329.7768,0,0
PHASE 2, 214018246.00,-0.9375,0.0625,-0.1300,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5857,0.0000,0.0000,4.2577,-4.5727,90.6754,68.7941,-0.9375,0.0625,203.0103,0.0287,0.0000,-1.0000,99330.0698,0,0
PHASE 2, 214059108.00,-0.9375,0.0625,-0.1600,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5852,0.0000,0.0000,4.2577,-4.5722,90.6754,68.7957,-0.9375,0.0625,203.0511,0.0260,0.0000,-1.0000,99330.0289,0,0
PHASE 2, 214096631.00,-0.9375,0.0625,-0.1600,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5847,0.0000,0.0000,4.2577,-4.5717,90.6754,68.7972,-0.9375,0.0625,203.0886,0.0224,0.0000,-1.0000,99330.9606,0,0
PHASE 2, 214134868.00,-0.9375,0.0625,-0.1500,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5842,0.0000,0.0000,4.2577,-4.5712,90.6754,68.7988,-0.9375,0.0625,203.1269,0.0258,0.0000,-1.0000,99330.6673,0,0
PHASE 2, 214177148.00,-0.9375,0.0625,-0.1700,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5836,0.0000,0.0000,4.2577,-4.5706,90.6754,68.8008,-0.9375,0.0625,203.1692,0.0298,0.0000,-1.0000,99331.3320,0,0
PHASE 2, 214218122.00,-0.9375,0.0625,-0.1500,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5830,0.0000,0.0000,4.2577,-4.5700,90.6754,68.8026,-0.9375,0.0625,203.2101,0.0285,0.0000,-1.0000,99330.1350,0,0
PHASE 2, 214258942.00,-0.9375,0.0625,-0.1700,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5825,0.0000,0.0000,4.2577,-4.5695,90.6754,68.8043,-0.9375,0.0625,203.2510,0.0260,0.0000,-1.0000,99330.2122,0,0
PHASE 2, 214296529.00,-0.9375,0.0625,-0.1500,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5821,0.0000,0.0000,4.2577,-4.5691,90.6754,68.8057,-0.9375,0.0625,203.2885,0.0224,0.0000,-1.0000,99330.0061,0,0
PHASE 2, 214334805.00,-0.9375,0.0625,-0.1500,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5816,0.0000,0.0000,4.2577,-4.5685,90.6754,68.8074,-0.9375,0.0625,203.3268,0.0258,0.0000,-1.0000,99330.8438,0,0
PHASE 2, 214377092.00,-0.9375,0.0625,-0.1500,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5810,0.0000,0.0000,4.2577,-4.5679,90.6754,68.8093,-0.9375,0.0625,203.3691,0.0298,0.0000,-1.0000,99330.9891,0,0
PHASE 2, 214418240.00,-0.9375,0.0625,-0.1600,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5804,0.0000,0.0000,4.2577,-4.5674,90.6754,68.8112,-0.9375,0.0625,203.4102,0.0287,0.0000,-1.0000,99330.9477,0,0
PHASE 2, 214459082.00,-0.9375,0.0625,-0.1500,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5799,0.0000,0.0000,4.2577,-4.5669,90.6754,68.8128,-0.9375,0.0625,203.4511,0.0260,0.0000,-1.0000,99330.2562,0,0
PHASE 2, 214496627.00,-0.9375,0.0625,-0.1600,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5794,0.0000,0.0000,4.2577,-4.5664,90.6754,68.8143,-0.9375,0.0625,203.4886,0.0224,0.0000,-1.0000,99331.0283,0,0
PHASE 2, 214534901.00,-0.9375,0.0625,-0.1500,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5789,0.0000,0.0000,4.2577,-4.5659,90.6754,68.8159,-0.9375,0.0625,203.5269,0.0255,0.0000,-1.0000,99330.5555,0,0
PHASE 2, 214577063.00,-0.9375,0.0625,-0.1700,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5783,0.0000,0.0000,4.2577,-4.5653,90.6754,68.8178,-0.9375,0.0625,203.5691,0.0297,0.0000,-1.0000,99331.5899,0,0
PHASE 2, 214618120.00,-0.9375,0.0625,-0.1800,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5777,0.0000,0.0000,4.2577,-4.5647,90.6754,68.8197,-0.9375,0.0625,203.6101,0.0286,0.0000,-1.0000,99330.5105,0,0
PHASE 2, 214654117.00,-0.9375,0.0625,-0.1500,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5773,0.0000,0.0000,4.2577,-4.5643,90.6754,68.8211,-0.9375,0.0625,203.6461,0.0214,0.0000,-1.0000,99330.3954,0,0
PHASE 2, 214689175.00,-0.9375,0.0625,-0.1600,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5768,0.0000,0.0000,4.2577,-4.5637,90.6754,68.8228,-0.9375,0.0625,203.6812,0.0278,0.0000,-1.0000,99330.0916,0,0
PHASE 2, 214729597.00,-0.9375,0.0625,-0.1800,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5763,0.0000,0.0000,4.2577,-4.5632,90.6754,68.8245,-0.9375,0.0625,203.7216,0.0253,0.0000,-1.0000,99331.8757,0,0
PHASE 2, 214765566.00,-0.9375,0.0625,-0.1700,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5758,0.0000,0.0000,4.2577,-4.5628,90.6754,68.8260,-0.9375,0.0625,203.7576,0.0235,0.0000,-1.0000,99330.7496,0,0
PHASE 2, 214807277.00,-0.9375,0.0625,-0.1800,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5752,0.0000,0.0000,4.2577,-4.5622,90.6754,68.8279,-0.9375,0.0625,203.7993,0.0292,0.0000,-1.0000,99330.2628,0,0
PHASE 2, 214848965.00,-0.9375,0.0625,-0.1500,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5746,0.0000,0.0000,4.2577,-4.5616,90.6754,68.8297,-0.9375,0.0625,203.8410,0.0283,0.0000,-1.0000,99329.4984,0,0
PHASE 2, 214892117.00,-0.9375,0.0625,-0.1600,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5741,0.0000,0.0000,4.2577,-4.5610,90.6754,68.8315,-0.9375,0.0625,203.8841,0.0286,0.0000,-1.0000,99330.6451,0,0
PHASE 2, 214933518.00,-0.9375,0.0625,-0.1400,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5735,0.0000,0.0000,4.2577,-4.5605,90.6754,68.8333,-0.9375,0.0625,203.9255,0.0274,0.0000,-1.0000,99330.1940,0,0
PHASE 2, 214976812.00,-0.9375,0.0625,-0.1600,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5729,0.0000,0.0000,4.2577,-4.5599,90.6754,68.8353,-0.9375,0.0625,203.9688,0.0301,0.0000,-1.0000,99328.3829,0,0
PHASE 2, 215018007.00,-0.9375,0.0625,-0.1500,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5723,0.0000,0.0000,4.2577,-4.5593,90.6754,68.8371,-0.9375,0.0625,204.0100,0.0287,0.0000,-1.0000,99329.8763,0,0
PHASE 2, 215062749.00,-0.9375,0.0625,-0.1600,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5717,0.0000,0.0000,4.2577,-4.5587,90.6754,68.8391,-0.9375,0.0625,204.0548,0.0304,0.0000,-1.0000,99329.9244,0,0
PHASE 2, 215105618.00,-0.9375,0.0625,-0.1500,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5711,0.0000,0.0000,4.2577,-4.5581,90.6754,68.8410,-0.9375,0.0625,204.0976,0.0293,0.0000,-1.0000,99329.2066,0,0
PHASE 2, 215147606.00,-0.9375,0.0625,-0.1700,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5706,0.0000,0.0000,4.2577,-4.5575,90.6754,68.8429,-0.9375,0.0625,204.1396,0.0295,0.0000,-1.0000,99329.6665,0,0
PHASE 2, 215189459.00,-0.9375,0.0625,-0.1500,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5700,0.0000,0.0000,4.2577,-4.5570,90.6754,68.8447,-0.9375,0.0625,204.1815,0.0279,0.0000,-1.0000,99331.9140,0,0
PHASE 2, 215230536.00,-0.9375,0.0625,-0.1400,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5695,0.0000,0.0000,4.2577,-4.5565,90.6754,68.8463,-0.9375,0.0625,204.2225,0.0259,0.0000,-1.0000,99330.9756,0,0
PHASE 2, 215275030.00,-0.9375,0.0625,-0.1700,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5688,0.0000,0.0000,4.2577,-4.5558,90.6754,68.8484,-0.9375,0.0625,204.2670,0.0315,0.0000,-1.0000,99330.4625,0,0
PHASE 2, 215317280.00,-0.9375,0.0625,-0.1700,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5683,0.0000,0.0000,4.2577,-4.5552,90.6754,68.8503,-0.9375,0.0625,204.3093,0.0298,0.0000,-1.0000,99330.1220,0,0
PHASE 2, 215358590.00,-0.9375,0.0625,-0.1500,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5677,0.0000,0.0000,4.2577,-4.5547,90.6754,68.8521,-0.9375,0.0625,204.3506,0.0281,0.0000,-1.0000,99328.2719,0,0
PHASE 2, 215404170.00,-0.9375,0.0625,-0.1700,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5671,0.0000,0.0000,4.2577,-4.5541,90.6754,68.8541,-0.9375,0.0625,204.3962,0.0305,0.0000,-1.0000,99329.2347,0,0
PHASE 2, 215441631.00,-0.9375,0.0625,-0.1500,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5666,0.0000,0.0000,4.2577,-4.5536,90.6754,68.8556,-0.9375,0.0625,204.4336,0.0246,0.0000,-1.0000,99329.6495,0,0
PHASE 2, 215481264.00,-0.9375,0.0625,-0.1600,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5661,0.0000,0.0000,4.2577,-4.5531,90.6754,68.8573,-0.9375,0.0625,204.4733,0.0253,0.0000,-1.0000,99330.7327,0,0
PHASE 2, 215520817.00,-0.9375,0.0625,-0.1600,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5656,0.0000,0.0000,4.2577,-4.5525,90.6754,68.8590,-0.9375,0.0625,204.5128,0.0264,0.0000,-1.0000,99330.2703,0,0
PHASE 2, 215561098.00,-0.9375,0.0625,-0.1700,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5651,0.0000,0.0000,4.2577,-4.5520,90.6754,68.8606,-0.9375,0.0625,204.5531,0.0252,0.0000,-1.0000,99330.2940,0,0
PHASE 2, 215605488.00,-0.9375,0.0625,-0.1700,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5645,0.0000,0.0000,4.2577,-4.5514,90.6754,68.8625,-0.9375,0.0625,204.5975,0.0297,0.0000,-1.0000,99330.2146,0,0
PHASE 2, 215647649.00,-0.9375,0.0625,-0.1500,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5639,0.0000,0.0000,4.2577,-4.5508,90.6754,68.8644,-0.9375,0.0625,204.6397,0.0297,0.0000,-1.0000,99329.6288,0,0
PHASE 2, 215689308.00,-0.9375,0.0625,-0.1600,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5633,0.0000,0.0000,4.2577,-4.5503,90.6754,68.8662,-0.9375,0.0625,204.6813,0.0280,0.0000,-1.0000,99330.5033,0,0
PHASE 2, 215730628.00,-0.9375,0.0625,-0.1700,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5628,0.0000,0.0000,4.2577,-4.5498,90.6754,68.8679,-0.9375,0.0625,204.7226,0.0262,0.0000,-1.0000,99330.1170,0,0
PHASE 2, 215775343.00,-0.9375,0.0625,-0.1600,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5621,0.0000,0.0000,4.2577,-4.5491,90.6754,68.8700,-0.9375,0.0625,204.7674,0.0317,0.0000,-1.0000,99330.3248,0,0
PHASE 2, 215817489.00,-0.9375,0.0625,-0.1500,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5616,0.0000,0.0000,4.2577,-4.5485,90.6754,68.8719,-0.9375,0.0625,204.8095,0.0297,0.0000,-1.0000,99330.1812,0,0
PHASE 2, 215858826.00,-0.9375,0.0625,-0.1700,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5610,0.0000,0.0000,4.2577,-4.5480,90.6754,68.8737,-0.9375,0.0625,204.8508,0.0280,0.0000,-1.0000,99329.8874,0,0
PHASE 2, 215898364.00,-0.9375,0.0625,-0.1500,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5605,0.0000,0.0000,4.2577,-4.5475,90.6754,68.8753,-0.9375,0.0625,204.8904,0.0250,0.0000,-1.0000,99329.4558,0,0
PHASE 2, 215940086.00,-0.9375,0.0625,-0.1600,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5599,0.0000,0.0000,4.2577,-4.5469,90.6754,68.8771,-0.9375,0.0625,204.9321,0.0280,0.0000,-1.0000,99330.1204,0,0
PHASE 2, 215981047.00,-0.9375,0.0625,-0.2000,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5594,0.0000,0.0000,4.2577,-4.5464,90.6754,68.8788,-0.9375,0.0625,204.9731,0.0258,0.0000,-1.0000,99328.7789,0,0
PHASE 2, 216024943.00,-0.9375,0.0625,-0.1900,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5588,0.0000,0.0000,4.2577,-4.5458,90.6754,68.8808,-0.9375,0.0625,205.0170,0.0314,0.0000,-1.0000,99328.6224,0,0
PHASE 2, 216067324.00,-0.9375,0.0625,-0.1900,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5582,0.0000,0.0000,4.2577,-4.5452,90.6754,68.8827,-0.9375,0.0625,205.0593,0.0297,0.0000,-1.0000,99330.1998,0,0
PHASE 2, 216108457.00,-0.9375,0.0625,-0.1600,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5576,0.0000,0.0000,4.2577,-4.5446,90.6754,68.8846,-0.9375,0.0625,205.1005,0.0286,0.0000,-1.0000,99329.2878,0,0
PHASE 2, 216153122.00,-0.9375,0.0625,-0.1400,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5570,0.0000,0.0000,4.2577,-4.5440,90.6754,68.8865,-0.9375,0.0625,205.1451,0.0304,0.0000,-1.0000,99329.0051,0,0
PHASE 2, 216191386.00,-0.9375,0.0625,-0.1700,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5565,0.0000,0.0000,4.2577,-4.5435,90.6754,68.8881,-0.9375,0.0625,205.1834,0.0247,0.0000,-1.0000,99328.7687,0,0
PHASE 2, 216231269.00,-0.9375,0.0625,-0.1700,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5560,0.0000,0.0000,4.2577,-4.5430,90.6754,68.8897,-0.9375,0.0625,205.2233,0.0254,0.0000,-1.0000,99329.2647,0,0
PHASE 2, 216275543.00,-0.9375,0.0625,-0.1600,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5554,0.0000,0.0000,4.2577,-4.5424,90.6754,68.8918,-0.9375,0.0625,205.2676,0.0312,0.0000,-1.0000,99329.5718,0,0
PHASE 2, 216317491.00,-0.9375,0.0625,-0.2100,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5548,0.0000,0.0000,4.2577,-4.5418,90.6754,68.8937,-0.9375,0.0625,205.3095,0.0295,0.0000,-1.0000,99329.3469,0,0
PHASE 2, 216358530.00,-0.9375,0.0625,-0.1500,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5542,0.0000,0.0000,4.2577,-4.5412,90.6754,68.8955,-0.9375,0.0625,205.3505,0.0282,0.0000,-1.0000,99330.2625,0,0
PHASE 2, 216398007.00,-0.9375,0.0625,-0.2200,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5537,0.0000,0.0000,4.2577,-4.5407,90.6754,68.8971,-0.9375,0.0625,205.3900,0.0251,0.0000,-1.0000,99330.1678,0,0
PHASE 2, 216439610.00,-0.9375,0.0625,-0.0700,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5532,0.0000,0.0000,4.2577,-4.5402,90.6754,68.8989,-0.9375,0.0625,205.4316,0.0280,0.0000,-1.0000,99329.7509,0,0
PHASE 2, 216480699.00,-0.9375,0.0625,-0.1600,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5527,0.0000,0.0000,4.2577,-4.5396,90.6754,68.9006,-0.9375,0.0625,205.4727,0.0259,0.0000,-1.0000,99329.3207,0,0
PHASE 2, 216524459.00,-0.9375,0.0625,-0.1600,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5520,0.0000,0.0000,4.2577,-4.5390,90.6754,68.9026,-0.9375,0.0625,205.5165,0.0313,0.0000,-1.0000,99330.1543,0,0
PHASE 2, 216567288.00,-0.9375,0.0625,-0.2200,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5514,0.0000,0.0000,4.2577,-4.5384,90.6754,68.9045,-0.9375,0.0625,205.5593,0.0299,0.0000,-1.0000,99329.7130,0,0
PHASE 2, 216608468.00,-0.9375,0.0625,-0.1900,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5509,0.0000,0.0000,4.2577,-4.5378,90.6754,68.9063,-0.9375,0.0625,205.6005,0.0285,0.0000,-1.0000,99328.9531,0,0
PHASE 2, 216653293.00,-0.9375,0.0625,-0.1400,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5502,0.0000,0.0000,4.2577,-4.5372,90.6754,68.9083,-0.9375,0.0625,205.6453,0.0306,0.0000,-1.0000,99329.3129,0,0
PHASE 2, 216691533.00,-0.9375,0.0625,-0.1500,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5497,0.0000,0.0000,4.2577,-4.5367,90.6754,68.9099,-0.9375,0.0625,205.6835,0.0248,0.0000,-1.0000,99330.1092,0,0
PHASE 2, 216731291.00,-0.9375,0.0625,-0.1100,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5492,0.0000,0.0000,4.2577,-4.5362,90.6754,68.9116,-0.9375,0.0625,205.7233,0.0253,0.0000,-1.0000,99330.0067,0,0
PHASE 2, 216769972.00,-0.9375,0.0625,-0.0500,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5487,0.0000,0.0000,4.2577,-4.5357,90.6754,68.9132,-0.9375,0.0625,205.7620,0.0254,0.0000,-1.0000,99329.7775,0,0
PHASE 2, 216810814.00,-0.9375,0.0625,-0.0300,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5482,0.0000,0.0000,4.2577,-4.5352,90.6754,68.9148,-0.9375,0.0625,205.8028,0.0257,0.0000,-1.0000,99329.8425,0,0
PHASE 2, 216855520.00,-0.9375,0.0625,-0.1400,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5476,0.0000,0.0000,4.2577,-4.5346,90.6754,68.9168,-0.9375,0.0625,205.8475,0.0299,0.0000,-1.0000,99330.9459,0,0
PHASE 2, 216897817.00,-0.9375,0.0625,-0.2700,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5470,0.0000,0.0000,4.2577,-4.5340,90.6754,68.9187,-0.9375,0.0625,205.8898,0.0298,0.0000,-1.0000,99330.5633,0,0
PHASE 2, 216939738.00,-0.9375,0.0625,-0.0500,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5465,0.0000,0.0000,4.2577,-4.5335,90.6754,68.9205,-0.9375,0.0625,205.9317,0.0281,0.0000,-1.0000,99330.6313,0,0
PHASE 2, 216980760.00,-0.9375,0.0625,-0.2000,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5459,0.0000,0.0000,4.2577,-4.5329,90.6754,68.9222,-0.9375,0.0625,205.9728,0.0259,0.0000,-1.0000,99330.7867,0,0
PHASE 2, 217024818.00,-0.9375,0.0625,-0.2800,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5453,0.0000,0.0000,4.2577,-4.5323,90.6754,68.9242,-0.9375,0.0625,206.0168,0.0316,0.0000,-1.0000,99329.4842,0,0
PHASE 2, 217067415.00,-0.9375,0.0625,-0.1300,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5447,0.0000,0.0000,4.2577,-4.5317,90.6754,68.9261,-0.9375,0.0625,206.0594,0.0298,0.0000,-1.0000,99329.4073,0,0
PHASE 2, 217108765.00,-0.9375,0.0625,-0.2100,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5442,0.0000,0.0000,4.2577,-4.5311,90.6754,68.9279,-0.9375,0.0625,206.1008,0.0281,0.0000,-1.0000,99329.5359,0,0
PHASE 2, 217148784.00,-0.9375,0.0625,-0.1500,-0.9375,0.0625,-0.1952,0.0130,-4.0625,-4.5437,0.0000,0.0000,4.2577,-4.5306,90.6754,68.9295,-0.9375,0.0625,206.1408,0.0250,0.0000,-1.0000,99330.7986,0,0
