0.2082
0.3200
0.0499
state,currentTime,x,y,liftoff,errorX,errorY,proportionalX,proportionalY,integralX,integralY,derivativeX,derivativeY,MotorAngleX,MotorAngleY,OutputX,OutputY,prev_errorX,prev_errorY,flightTime,dt,x_origin,y_origin, pressure, rbfp, reset
PHASE 2, 40461320.00,1.0000,-2.8750,1.4700,1.0000,-2.8750,0.2082,-0.5987,0.5632,-0.2325,0.3175,-0.9524,-1.0889,-1.7836,77.3113,77.5868,1.0000,-2.8750,29.4533,0.0294,0.0000,-1.0000,99325.3078,0,0
PHASE 2, 40502059.00,1.0625,-2.8750,-0.3400,1.0625,-2.8750,0.2213,-0.5987,0.5728,-0.2585,0.1103,0.0000,-0.9044,-0.8572,77.7667,80.4181,1.0625,-2.8750,29.4941,0.0282,0.0000,-1.0000,99323.0244,0,0
PHASE 2, 40541591.00,1.0625,-2.5000,-0.5800,1.0625,-2.5000,0.2213,-0.5206,0.5813,-0.2785,0.0000,0.7476,-0.8026,-0.0515,78.0182,82.8444,1.0625,-2.5000,29.5336,0.0250,0.0000,-1.0000,99323.1615,0,0
PHASE 2, 40583373.00,1.2500,-2.1875,0.0000,1.2500,-2.1875,0.2603,-0.4555,0.5925,-0.2981,0.3331,0.5552,-1.1860,-0.1984,77.0719,82.4044,1.2500,-2.1875,29.5754,0.0281,0.0000,-1.0000,99322.0518,0,0
PHASE 2, 40623131.00,1.4375,-2.0000,-0.6600,1.4375,-2.0000,0.2994,-0.4165,0.6041,-0.3141,0.3735,0.3735,-1.2769,-0.3571,76.8477,81.9280,1.4375,-2.0000,29.6151,0.0250,0.0000,-1.0000,99322.3003,0,0
PHASE 2, 40665061.00,1.5625,-2.1250,-0.4100,1.5625,-2.1250,0.3254,-0.4425,0.6188,-0.3341,0.2116,-0.2116,-1.1558,-0.9883,77.1464,80.0201,1.5625,-2.1250,29.6571,0.0294,0.0000,-1.0000,99322.9634,0,0
PHASE 2, 40702700.00,1.5625,-2.4375,-0.5300,1.5625,-2.4375,0.3254,-0.5076,0.6314,-0.3538,0.0000,-0.6193,-0.9567,-1.4807,77.6375,78.5174,1.5625,-2.4375,29.6947,0.0252,0.0000,-1.0000,99322.1593,0,0
PHASE 2, 40748506.00,1.6250,-2.6250,-0.2700,1.6250,-2.6250,0.3384,-0.5467,0.6473,-0.3795,0.1016,-0.3048,-1.0873,-1.2310,77.3153,79.2810,1.6250,-2.6250,29.7405,0.0307,0.0000,-1.0000,99320.9084,0,0
PHASE 2, 40789422.00,1.6875,-2.6875,-0.8000,1.6875,-2.6875,0.3514,-0.5597,0.6624,-0.4036,0.1111,-0.1111,-1.1250,-1.0744,77.2223,79.7581,1.6875,-2.6875,29.7814,0.0280,0.0000,-1.0000,99321.7404,0,0
PHASE 2, 40831646.00,1.9375,-2.6875,-1.4600,1.9375,-2.6875,0.4035,-0.5597,0.6809,-0.4292,0.4194,0.0000,-1.5038,-0.9889,76.2889,80.0184,1.9375,-2.6875,29.8237,0.0297,0.0000,-1.0000,99322.2103,0,0
PHASE 2, 40869508.00,2.5000,-2.6250,-0.2600,2.5000,-2.6250,0.5206,-0.5467,0.7009,-0.4503,1.1176,0.1242,-2.3391,-0.8727,74.2367,80.3709,2.5000,-2.6250,29.8615,0.0251,0.0000,-1.0000,99323.1097,0,0
PHASE 2, 40911593.00,3.1250,-2.5625,0.4400,3.1250,-2.5625,0.6508,-0.5336,0.7305,-0.4745,1.0525,0.1052,-2.4338,-0.9029,74.0047,80.2793,3.1250,-2.5625,29.9036,0.0296,0.0000,-1.0000,99322.0311,0,0
PHASE 2, 40951965.00,3.6875,-2.6250,-0.1200,3.6875,-2.6250,0.7679,-0.5467,0.7634,-0.4980,1.0054,-0.1117,-2.5368,-1.1563,73.7523,79.5087,3.6875,-2.6250,29.9440,0.0279,0.0000,-1.0000,99322.2152,0,0
PHASE 2, 40987491.00,4.2500,-2.9375,-0.0200,4.2500,-2.9375,0.8851,-0.6117,0.7500,-0.5186,1.2749,-0.7083,-2.9099,-1.8386,72.8393,77.4171,4.2500,-2.9375,29.9795,0.0220,0.0000,-1.0000,99320.5981,0,0
PHASE 2, 41025735.00,4.7500,-3.4375,0.8000,4.7500,-3.4375,0.9892,-0.7159,0.2500,-0.5458,1.0112,-1.0112,-2.2504,-2.2728,74.4542,76.0735,4.7500,-3.4375,30.0177,0.0246,0.0000,-1.0000,99320.5981,0,0
PHASE 2, 41061355.00,5.6250,-4.1875,0.6300,5.0000,-4.1875,1.0413,-0.8720,0.0000,-0.5768,0.5386,-1.6158,-1.5798,-3.0646,76.1017,73.5984,5.0000,-4.1875,30.0534,0.0231,0.0000,-1.0000,99320.6895,0,0
PHASE 2, 41098072.00,6.3750,-4.9375,0.0900,5.0000,-4.9375,1.0413,-1.0282,0.0000,-0.0625,0.0000,-1.5428,-1.0413,-2.6335,77.4289,74.9500,5.0000,-4.9375,30.0901,0.0242,0.0000,-1.0000,99323.1017,0,0
PHASE 2, 41139362.00,6.8125,-5.5625,1.5300,5.0000,-5.0000,1.0413,-1.0413,0.0000,0.0000,0.0000,-0.1115,-1.0413,-1.1528,77.4289,79.5195,5.0000,-5.0000,30.1314,0.0279,0.0000,-1.0000,99323.6894,0,0
PHASE 2, 41182114.00,7.0000,-5.8750,0.4600,5.0000,-5.0000,1.0413,-1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,-1.0413,77.4289,79.8591,5.0000,-5.0000,30.1741,0.0300,0.0000,-1.0000,99323.6072,0,0
PHASE 2, 41219888.00,6.9375,-5.8750,0.3200,5.0000,-5.0000,1.0413,-1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,-1.0413,77.4289,79.8591,5.0000,-5.0000,30.2119,0.0253,0.0000,-1.0000,99323.1355,0,0
PHASE 2, 41262013.00,6.9375,-5.5000,0.4200,5.0000,-5.0000,1.0413,-1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,-1.0413,77.4289,79.8591,5.0000,-5.0000,30.2540,0.0296,0.0000,-1.0000,99324.8840,0,0
PHASE 2, 41302387.00,7.0000,-4.8125,0.7900,5.0000,-4.8125,1.0413,-1.0022,0.0000,-0.0430,0.0000,0.3351,-1.0413,-0.7100,77.4289,80.8637,5.0000,-4.8125,30.2944,0.0279,0.0000,-1.0000,99321.3521,0,0
PHASE 2, 41337794.00,7.3125,-3.8750,0.9800,5.0000,-3.8750,1.0413,-0.8070,0.0000,-0.0702,0.0000,2.1252,-1.0413,1.2480,77.4289,86.6868,5.0000,-3.8750,30.3298,0.0220,0.0000,-1.0000,99322.4285,0,0
PHASE 2, 41381842.00,7.5625,-2.8125,1.2000,5.0000,-2.8125,1.0413,-0.5857,0.0000,-0.0975,0.0000,1.7463,-1.0413,1.0630,77.4289,86.1453,5.0000,-2.8125,30.3739,0.0303,0.0000,-1.0000,99323.3593,0,0
PHASE 2, 41423080.00,7.7500,-1.6875,1.1200,5.0000,-1.6875,1.0413,-0.3514,0.0000,-0.1130,0.0000,1.9502,-1.0413,1.4858,77.4289,87.3805,5.0000,-1.6875,30.4151,0.0288,0.0000,-1.0000,99322.9994,0,0
PHASE 2, 41460173.00,8.0625,-0.6875,0.9700,5.0000,-0.6875,1.0413,-0.1432,0.0000,-0.1185,0.0000,2.0255,-1.0413,1.7639,77.4289,88.1880,5.0000,-0.6875,30.4522,0.0246,0.0000,-1.0000,99323.5940,0,0
PHASE 2, 41501280.00,8.5000,0.1875,0.6200,5.0000,0.1875,1.0413,0.0390,0.0000,-0.1168,0.0000,1.5279,-1.0413,1.4502,77.4289,87.2769,5.0000,0.1875,30.4933,0.0285,0.0000,-1.0000,99323.3917,0,0
PHASE 2, 41541578.00,9.3125,0.9375,0.6300,5.0000,0.9375,1.0413,0.1952,0.0000,-0.1084,0.0000,1.3441,-1.0413,1.4309,77.4289,87.2207,5.0000,0.9375,30.5336,0.0278,0.0000,-1.0000,99323.7317,0,0
PHASE 2, 41577394.00,10.0625,1.5000,0.7600,5.0000,1.5000,1.0413,0.3124,0.0000,-0.0972,0.0000,1.2017,-1.0413,1.4169,77.4289,87.1798,5.0000,1.5000,30.5694,0.0233,0.0000,-1.0000,99322.3086,0,0
PHASE 2, 41615938.00,11.1875,2.3750,1.0200,5.0000,2.3750,1.0413,0.4946,0.0000,-0.0774,0.0000,1.6736,-1.0413,2.0908,77.4289,89.1321,5.0000,2.3750,30.6079,0.0261,0.0000,-1.0000,99320.8164,0,0
PHASE 2, 41651556.00,12.8750,3.0000,1.9900,5.0000,3.0000,1.0413,0.6247,0.0000,-0.0552,0.0000,1.3467,-1.0413,1.9162,77.4289,88.6287,5.0000,3.0000,30.6436,0.0231,0.0000,-1.0000,99321.2491,0,0
PHASE 2, 41686225.00,14.0000,3.6250,1.6900,5.0000,3.6250,1.0413,0.7549,0.0000,-0.0295,0.0000,1.4043,-1.0413,2.1298,77.4289,89.2444,5.0000,3.6250,30.6782,0.0222,0.0000,-1.0000,99319.1657,0,0
PHASE 2, 41731665.00,16.0625,5.0625,1.8500,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,2.2415,-1.0413,3.2827,77.4289,92.5276,5.0000,5.0000,30.7237,0.0306,0.0000,-1.0000,99318.8062,0,0
PHASE 2, 41773180.00,18.2500,6.5625,2.0400,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,30.7652,0.0290,0.0000,-1.0000,99318.1756,0,0
PHASE 2, 41810689.00,20.9375,8.3125,3.2100,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,30.8027,0.0250,0.0000,-1.0000,99318.4249,0,0
PHASE 2, 41851882.00,23.6875,10.3125,3.8200,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,30.8439,0.0287,0.0000,-1.0000,99320.8119,0,0
PHASE 2, 41892414.00,26.6875,12.1875,4.6400,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,30.8844,0.0280,0.0000,-1.0000,99320.7766,0,0
PHASE 2, 41928244.00,28.9375,13.6250,5.2100,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,30.9203,0.0233,0.0000,-1.0000,99320.7655,0,0
PHASE 2, 41966924.00,31.5000,15.5000,5.8500,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,30.9589,0.0262,0.0000,-1.0000,99321.3592,0,0
PHASE 2, 42009884.00,33.8125,17.5625,6.1300,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,31.0019,0.0305,0.0000,-1.0000,99321.4492,0,0
PHASE 2, 42052042.00,35.1875,19.0625,6.0400,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,31.0441,0.0289,0.0000,-1.0000,99319.8107,0,0
PHASE 2, 42086818.00,35.8750,20.2500,5.6300,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,31.0788,0.0223,0.0000,-1.0000,99320.4489,0,0
PHASE 2, 42132267.00,36.5000,22.4375,4.7100,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,31.1243,0.0306,0.0000,-1.0000,99319.6141,0,0
PHASE 2, 42173868.00,37.5000,24.4375,5.2500,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,31.1659,0.0291,0.0000,-1.0000,99317.6425,0,0
PHASE 2, 42211273.00,38.8750,26.6250,6.1000,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,31.2033,0.0249,0.0000,-1.0000,99318.7924,0,0
PHASE 2, 42252480.00,40.0625,29.1875,5.9000,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,31.2445,0.0287,0.0000,-1.0000,99320.0688,0,0
PHASE 2, 42293021.00,41.0625,32.1875,6.2800,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,31.2850,0.0281,0.0000,-1.0000,99319.4276,0,0
PHASE 2, 42328863.00,41.8125,34.3750,6.4600,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,31.3209,0.0234,0.0000,-1.0000,99319.7013,0,0
PHASE 2, 42367145.00,42.6875,37.0625,6.1700,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,31.3592,0.0258,0.0000,-1.0000,99319.4873,0,0
PHASE 2, 42409982.00,43.5625,39.8750,6.5600,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,31.4020,0.0304,0.0000,-1.0000,99319.8540,0,0
PHASE 2, 42452508.00,44.1250,41.1250,7.2900,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,31.4445,0.0290,0.0000,-1.0000,99320.2076,0,0
PHASE 2, 42493344.00,44.3125,41.6250,7.3400,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,31.4854,0.0283,0.0000,-1.0000,99320.6408,0,0
PHASE 2, 42534977.00,44.1875,42.0625,7.1500,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,31.5270,0.0291,0.0000,-1.0000,99320.4073,0,0
PHASE 2, 42572150.00,43.6875,40.8125,5.9800,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,31.5642,0.0247,0.0000,-1.0000,99320.7914,0,0
PHASE 2, 42614201.00,43.3750,39.8125,5.8600,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,31.6062,0.0296,0.0000,-1.0000,99321.1944,0,0
PHASE 2, 42654834.00,43.3750,39.1875,6.1100,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,31.6468,0.0282,0.0000,-1.0000,99320.0818,0,0
PHASE 2, 42697578.00,43.4375,38.8125,6.2200,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,31.6896,0.0287,0.0000,-1.0000,99321.9701,0,0
PHASE 2, 42740457.00,43.4375,38.8125,6.1200,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,31.7325,0.0279,0.0000,-1.0000,99321.5994,0,0
PHASE 2, 42778488.00,43.3750,38.9375,6.1700,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,31.7705,0.0247,0.0000,-1.0000,99321.5994,0,0
PHASE 2, 42814873.00,43.3750,39.0000,6.4400,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,31.8069,0.0239,0.0000,-1.0000,99321.7433,0,0
PHASE 2, 42852200.00,43.1250,38.9375,6.1300,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,31.8442,0.0248,0.0000,-1.0000,99321.7280,0,0
PHASE 2, 42892861.00,43.0625,38.8125,6.1800,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,31.8849,0.0282,0.0000,-1.0000,99320.9867,0,0
PHASE 2, 42934962.00,43.0000,38.7500,6.3700,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,31.9270,0.0296,0.0000,-1.0000,99321.1163,0,0
PHASE 2, 42972649.00,42.7500,38.6875,6.2200,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,31.9647,0.0249,0.0000,-1.0000,99320.2978,0,0
PHASE 2, 43014781.00,42.5625,38.6250,6.2600,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,32.0068,0.0296,0.0000,-1.0000,99321.3929,0,0
PHASE 2, 43055438.00,42.3750,38.6250,6.0800,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,32.0474,0.0282,0.0000,-1.0000,99319.8241,0,0
PHASE 2, 43099311.00,42.3125,38.5625,6.3300,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,32.0913,0.0294,0.0000,-1.0000,99320.7444,0,0
PHASE 2, 43141561.00,42.1250,38.3750,6.3700,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,32.1336,0.0279,0.0000,-1.0000,99321.8300,0,0
PHASE 2, 43179296.00,42.0000,38.2500,6.1900,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,32.1713,0.0246,0.0000,-1.0000,99320.1730,0,0
PHASE 2, 43216020.00,41.8125,38.1250,5.8700,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,32.2080,0.0242,0.0000,-1.0000,99320.4807,0,0
PHASE 2, 43252897.00,41.7500,38.1875,5.6800,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,32.2449,0.0244,0.0000,-1.0000,99320.1848,0,0
PHASE 2, 43293433.00,41.5625,38.5625,5.9800,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,32.2854,0.0280,0.0000,-1.0000,99320.8233,0,0
PHASE 2, 43335658.00,41.6250,39.1875,6.5200,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,32.3277,0.0297,0.0000,-1.0000,99320.5233,0,0
PHASE 2, 43373368.00,41.6875,39.5625,6.6700,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,32.3654,0.0246,0.0000,-1.0000,99320.1605,0,0
PHASE 2, 43415368.00,41.5625,39.3750,6.6900,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,32.4074,0.0295,0.0000,-1.0000,99321.7205,0,0
PHASE 2, 43455992.00,41.4375,38.6875,6.2500,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,32.4480,0.0281,0.0000,-1.0000,99321.0492,0,0
PHASE 2, 43498253.00,41.4375,37.7500,6.8700,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,32.4903,0.0282,0.0000,-1.0000,99322.6224,0,0
PHASE 2, 43541428.00,41.0000,36.0625,6.6800,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,32.5334,0.0280,0.0000,-1.0000,99321.4255,0,0
PHASE 2, 43579683.00,40.6875,34.8125,5.5600,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,32.5717,0.0247,0.0000,-1.0000,99321.4255,0,0
PHASE 2, 43616198.00,40.6250,33.3125,5.8000,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,32.6082,0.0240,0.0000,-1.0000,99321.6412,0,0
PHASE 2, 43653428.00,40.6250,32.4375,5.6400,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,32.6454,0.0247,0.0000,-1.0000,99320.5016,0,0
PHASE 2, 43694092.00,40.5000,31.9375,5.6100,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,32.6861,0.0282,0.0000,-1.0000,99319.8863,0,0
PHASE 2, 43736272.00,40.3750,31.5625,5.8300,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,32.7283,0.0297,0.0000,-1.0000,99319.6078,0,0
PHASE 2, 43773774.00,40.1875,31.5000,5.9300,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,32.7658,0.0250,0.0000,-1.0000,99320.7442,0,0
PHASE 2, 43816071.00,40.0000,31.6875,5.2600,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,32.8081,0.0298,0.0000,-1.0000,99320.2106,0,0
PHASE 2, 43856771.00,40.0000,31.8750,5.9700,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,32.8488,0.0282,0.0000,-1.0000,99319.0328,0,0
PHASE 2, 43899402.00,39.8750,31.5000,6.0700,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,32.8914,0.0285,0.0000,-1.0000,99320.2563,0,0
PHASE 2, 43942332.00,39.6250,31.2500,5.7200,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,32.9343,0.0280,0.0000,-1.0000,99320.2429,0,0
PHASE 2, 43980304.00,39.4375,31.3750,5.7100,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,32.9723,0.0247,0.0000,-1.0000,99320.4249,0,0
PHASE 2, 44017175.00,39.3125,31.5000,6.3000,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,33.0092,0.0244,0.0000,-1.0000,99320.8839,0,0
PHASE 2, 44054136.00,39.0625,31.5625,5.7700,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,33.0461,0.0245,0.0000,-1.0000,99319.6953,0,0
PHASE 2, 44094749.00,38.6250,31.8125,5.8900,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,33.0868,0.0281,0.0000,-1.0000,99320.8684,0,0
PHASE 2, 44136846.00,38.3125,31.6250,6.5300,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,33.1289,0.0296,0.0000,-1.0000,99320.3057,0,0
PHASE 2, 44174467.00,37.6875,31.4375,5.5100,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,33.1665,0.0246,0.0000,-1.0000,99320.4783,0,0
PHASE 2, 44216631.00,37.2500,31.0000,5.0400,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,33.2086,0.0297,0.0000,-1.0000,99320.5554,0,0
PHASE 2, 44257326.00,37.1875,30.6250,5.9000,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,33.2493,0.0282,0.0000,-1.0000,99319.3219,0,0
PHASE 2, 44300399.00,37.1250,30.3125,5.0800,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,33.2924,0.0288,0.0000,-1.0000,99321.2541,0,0
PHASE 2, 44343141.00,37.2500,30.3750,5.7500,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,33.3352,0.0281,0.0000,-1.0000,99320.0233,0,0
PHASE 2, 44381002.00,37.1875,30.5625,5.8100,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,33.3730,0.0247,0.0000,-1.0000,99319.8792,0,0
PHASE 2, 44417935.00,36.9375,30.9375,5.0900,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,33.4099,0.0244,0.0000,-1.0000,99318.5626,0,0
PHASE 2, 44454771.00,37.0000,31.5000,5.7300,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,33.4468,0.0244,0.0000,-1.0000,99318.3523,0,0
PHASE 2, 44495593.00,37.0625,31.8750,5.9300,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,33.4876,0.0283,0.0000,-1.0000,99318.5461,0,0
PHASE 2, 44537541.00,36.9375,32.0000,5.9200,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,33.5296,0.0295,0.0000,-1.0000,99319.2324,0,0
PHASE 2, 44575215.00,36.6250,32.1875,5.2400,5.0000,5.0000,1.0413,1.0413,0.0000,0.0000,0.0000,0.0000,-1.0413,1.0413,77.4289,86.0814,5.0000,5.0000,33.5672,0.0246,0.0000,-1.0000,99319.9568,0,0
